source_dataset,external_dataset,variant,seed,class,brightness_category,n,accuracy,macro_F1,weighted_F1,balanced_accuracy,QWK,top2_accuracy,ECE,NLL,Brier
EYEPACS,MESSIDOR2,adaptive_feather,123,0,Bright,117,0.6837606837606838,0.16243654822335024,0.8121827411167513,0.6837606837606838,0.0,0.9230769230769231,0.21696368012672818,0.9522239565849304,0.5158175826072693
EYEPACS,MESSIDOR2,adaptive_feather,123,0,Dark,421,0.5676959619952494,0.14484848484848484,0.7242424242424244,0.5676959619952494,0.0,0.831353919239905,0.1555148897573104,1.1327109336853027,0.6048288941383362
EYEPACS,MESSIDOR2,adaptive_feather,123,0,ExtremelyDark,84,0.39285714285714285,0.11282051282051282,0.5641025641025641,0.39285714285714285,0.0,0.6904761904761905,0.11290581329237845,1.2559396028518677,0.697852611541748
EYEPACS,MESSIDOR2,adaptive_feather,123,0,Normal,171,0.6198830409356725,0.15306859205776174,0.7653429602888088,0.6198830409356725,0.0,0.8596491228070176,0.18047245291241426,1.0130348205566406,0.5505178570747375
EYEPACS,MESSIDOR2,adaptive_feather,123,0,VeryBright,4,0.75,0.17142857142857143,0.8571428571428571,0.75,0.0,1.0,0.3192993551492691,0.9084418416023254,0.48259931802749634
EYEPACS,MESSIDOR2,adaptive_feather,123,0,VeryDark,220,0.4909090909090909,0.13170731707317074,0.6585365853658537,0.4909090909090909,0.0,0.7636363636363637,0.09019179235805166,1.218265175819397,0.6462271809577942
EYEPACS,MESSIDOR2,adaptive_feather,123,1,Bright,76,0.09210526315789473,0.033734939759036145,0.1686746987951807,0.09210526315789473,0.0,0.5131578947368421,0.3913423626830703,1.5211719274520874,0.8945444226264954
EYEPACS,MESSIDOR2,adaptive_feather,123,1,Dark,86,0.11627906976744186,0.04166666666666667,0.20833333333333334,0.11627906976744186,0.0,0.45348837209302323,0.3160857723722624,1.5905957221984863,0.8528035879135132
EYEPACS,MESSIDOR2,adaptive_feather,123,1,ExtremelyDark,6,0.16666666666666666,0.05714285714285714,0.2857142857142857,0.16666666666666666,0.0,0.5,0.3476143727699916,1.7587189674377441,0.899719774723053
EYEPACS,MESSIDOR2,adaptive_feather,123,1,Normal,70,0.14285714285714285,0.05,0.25,0.14285714285714285,0.0,0.4857142857142857,0.2810514659753867,1.460100769996643,0.8169170618057251
EYEPACS,MESSIDOR2,adaptive_feather,123,1,VeryBright,6,0.3333333333333333,0.1,0.5,0.3333333333333333,0.0,0.5,0.360105757912,1.579481601715088,0.8641769289970398
