dataset,variant,seed,split,class,brightness_category,n,accuracy,macro_F1,QWK,ECE,NLL,Brier
APTOS,fixed_feather,123,hold_out,0,Bright,16,1.0,0.2,,0.02527056634426117,0.025751668959856033,0.001465498236939311
APTOS,fixed_feather,123,hold_out,0,Dark,96,0.9583333333333334,0.19574468085106383,0.0,0.07371600748350222,0.15009965002536774,0.06434185057878494
APTOS,fixed_feather,123,hold_out,0,ExtremelyDark,55,0.9636363636363636,0.1962962962962963,0.0,0.10119498697194186,0.20012660324573517,0.08612539619207382
APTOS,fixed_feather,123,hold_out,0,Normal,166,0.9939759036144579,0.19939577039274925,0.0,0.054983332573649395,0.08434779196977615,0.022637568414211273
APTOS,fixed_feather,123,hold_out,0,VeryDark,27,0.9629629629629629,0.19622641509433963,0.0,0.10992235828329015,0.15365055203437805,0.06402537971735
APTOS,fixed_feather,123,hold_out,1,Bright,4,0.5,0.13333333333333333,0.0,0.562810905277729,1.4017083644866943,0.8039805889129639
APTOS,fixed_feather,123,hold_out,1,Dark,36,0.6666666666666666,0.16,0.0,0.15187394122282663,0.720128059387207,0.4229186773300171
APTOS,fixed_feather,123,hold_out,1,ExtremelyDark,5,0.2,0.06666666666666667,0.0,0.6759837329387666,1.8977270126342773,1.104624629020691
APTOS,fixed_feather,123,hold_out,1,Normal,18,0.5,0.13333333333333333,0.0,0.30271949867407477,1.068312406539917,0.5908254384994507
APTOS,fixed_feather,123,hold_out,1,VeryDark,11,0.5454545454545454,0.1411764705882353,0.0,0.38149682500145654,0.8333389163017273,0.5269747376441956
APTOS,fixed_feather,123,hold_out,2,Bright,17,0.9411764705882353,0.19393939393939394,0.0,0.1949351868208717,0.2431628555059433,0.09187862277030945
APTOS,fixed_feather,123,hold_out,2,Dark,78,0.7564102564102564,0.17226277372262772,0.0,0.12627933269891983,0.6747433543205261,0.3621378242969513
APTOS,fixed_feather,123,hold_out,2,ExtremelyDark,23,0.9565217391304348,0.19555555555555554,0.0,0.2842282808345298,0.38390251994132996,0.17482858896255493
APTOS,fixed_feather,123,hold_out,2,Normal,54,0.7777777777777778,0.175,0.0,0.1590454699816527,0.681191623210907,0.3455446660518646
APTOS,fixed_feather,123,hold_out,2,VeryDark,26,0.6538461538461539,0.15813953488372093,0.0,0.179328869168575,0.7697545289993286,0.4297464191913605
APTOS,fixed_feather,123,hold_out,3,Bright,2,0.0,0.0,0.0,0.7161655128002167,2.516465902328491,1.2873575687408447
APTOS,fixed_feather,123,hold_out,3,Dark,14,0.42857142857142855,0.12,0.0,0.4153404789311545,1.526070475578308,0.8187059164047241
APTOS,fixed_feather,123,hold_out,3,ExtremelyDark,6,0.16666666666666666,0.05714285714285714,0.0,0.5269920577605565,1.7237454652786255,0.9746561050415039
APTOS,fixed_feather,123,hold_out,3,Normal,9,0.1111111111111111,0.04,0.0,0.6958029237058427,2.241250514984131,1.2231703996658325
APTOS,fixed_feather,123,hold_out,3,VeryDark,8,0.625,0.15384615384615385,0.0,0.3425029143691063,1.2018983364105225,0.6334124803543091
APTOS,fixed_feather,123,hold_out,4,Bright,2,1.0,0.2,,0.5118523836135864,0.7171456813812256,0.3942079544067383
APTOS,fixed_feather,123,hold_out,4,Dark,25,0.64,0.15609756097560976,0.0,0.27295438408851624,1.0895785093307495,0.5786998271942139
APTOS,fixed_feather,123,hold_out,4,ExtremelyDark,7,0.2857142857142857,0.08888888888888888,0.0,0.5568713843822478,2.1561219692230225,1.075351357460022
APTOS,fixed_feather,123,hold_out,4,Normal,14,0.42857142857142855,0.12,0.0,0.3013433047703334,1.30787193775177,0.6933676600456238
APTOS,fixed_feather,123,hold_out,4,VeryDark,10,0.7,0.16470588235294117,0.0,0.43227663636207586,1.096635103225708,0.5894051790237427
