source_dataset,external_dataset,variant,seed,class,brightness_category,n,accuracy,macro_F1,weighted_F1,balanced_accuracy,QWK,top2_accuracy,ECE,NLL,Brier
APTOS,MESSIDOR2,no_mask,42,0,Bright,117,0.9914529914529915,0.19914163090128756,0.9957081545064378,0.9914529914529915,0.0,1.0,0.12461392721559247,0.14642877876758575,0.04177628085017204
APTOS,MESSIDOR2,no_mask,42,0,Dark,421,0.997624703087886,0.19976218787158145,0.9988109393579072,0.997624703087886,0.0,1.0,0.14445737429016278,0.16850128769874573,0.04959065839648247
APTOS,MESSIDOR2,no_mask,42,0,ExtremelyDark,84,1.0,0.2,1.0,1.0,,1.0,0.10772626172928582,0.11974887549877167,0.0276674535125494
APTOS,MESSIDOR2,no_mask,42,0,Normal,171,0.9941520467836257,0.19941348973607037,0.9970674486803519,0.9941520467836257,0.0,1.0,0.1255586272791812,0.14625200629234314,0.040371812880039215
APTOS,MESSIDOR2,no_mask,42,0,VeryBright,4,1.0,0.2,1.0,1.0,,1.0,0.08944162726402283,0.09494731575250626,0.014534920454025269
APTOS,MESSIDOR2,no_mask,42,0,VeryDark,220,1.0,0.2,1.0,1.0,,1.0,0.13110302361575038,0.1519290953874588,0.044321078807115555
APTOS,MESSIDOR2,no_mask,42,1,Bright,76,0.0,0.0,0.0,0.0,0.0,0.5,0.8682609349489212,3.3713817596435547,1.6694532632827759
APTOS,MESSIDOR2,no_mask,42,1,Dark,86,0.0,0.0,0.0,0.0,0.0,0.45348837209302323,0.8360904046269351,3.1888935565948486,1.5997626781463623
APTOS,MESSIDOR2,no_mask,42,1,ExtremelyDark,6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8966355125109354,3.338803291320801,1.7308740615844727
APTOS,MESSIDOR2,no_mask,42,1,Normal,70,0.0,0.0,0.0,0.0,0.0,0.44285714285714284,0.8282328571592058,3.3667421340942383,1.6048634052276611
APTOS,MESSIDOR2,no_mask,42,1,VeryBright,6,0.0,0.0,0.0,0.0,0.0,0.5,0.8966411749521892,3.7311136722564697,1.75341796875
APTOS,MESSIDOR2,no_mask,42,1,VeryDark,26,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.8354436480081999,3.2362217903137207,1.6032990217208862
APTOS,MESSIDOR2,no_mask,42,2,Bright,87,0.11494252873563218,0.041237113402061855,0.20618556701030927,0.11494252873563218,0.0,0.6781609195402298,0.6828725687388716,2.590550661087036,1.3393019437789917
APTOS,MESSIDOR2,no_mask,42,2,Dark,109,0.009174311926605505,0.0036363636363636364,0.01818181818181818,0.009174311926605505,0.0,0.43119266055045874,0.7571463878821889,3.0015485286712646,1.4673339128494263
APTOS,MESSIDOR2,no_mask,42,2,ExtremelyDark,9,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7814886106385124,3.4077131748199463,1.5221986770629883
APTOS,MESSIDOR2,no_mask,42,2,Normal,106,0.07547169811320754,0.02807017543859649,0.14035087719298245,0.07547169811320754,0.0,0.5188679245283019,0.6944762378368737,2.86962890625,1.398369550704956
APTOS,MESSIDOR2,no_mask,42,2,VeryBright,2,0.0,0.0,0.0,0.0,0.0,1.0,0.4912855625152588,1.4530004262924194,0.872826099395752
APTOS,MESSIDOR2,no_mask,42,2,VeryDark,34,0.0,0.0,0.0,0.0,0.0,0.3235294117647059,0.8195932682822733,3.4914097785949707,1.6013259887695312
APTOS,MESSIDOR2,no_mask,42,3,Bright,23,0.043478260869565216,0.016666666666666666,0.08333333333333333,0.043478260869565216,0.0,0.043478260869565216,0.570848787608354,3.2927308082580566,1.3396289348602295
APTOS,MESSIDOR2,no_mask,42,3,Dark,20,0.1,0.03636363636363636,0.18181818181818182,0.1,0.0,0.35,0.4741071626543999,2.6536026000976562,1.1736434698104858
APTOS,MESSIDOR2,no_mask,42,3,ExtremelyDark,2,0.0,0.0,0.0,0.0,0.0,1.0,0.7754121720790863,2.3800771236419678,1.350626826286316
APTOS,MESSIDOR2,no_mask,42,3,Normal,25,0.08,0.029629629629629627,0.14814814814814814,0.08,0.0,0.24,0.5395544576644897,2.7693166732788086,1.2801449298858643
APTOS,MESSIDOR2,no_mask,42,3,VeryBright,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6556331515312195,3.3277626037597656,1.4148168563842773
APTOS,MESSIDOR2,no_mask,42,3,VeryDark,4,0.0,0.0,0.0,0.0,0.0,0.5,0.4950985386967659,1.6104084253311157,0.9293464422225952
APTOS,MESSIDOR2,no_mask,42,4,Bright,3,0.6666666666666666,0.16,0.8000000000000002,0.6666666666666666,0.0,0.6666666666666666,0.5453715523084004,1.6348673105239868,0.7195916175842285
APTOS,MESSIDOR2,no_mask,42,4,Dark,14,0.14285714285714285,0.05,0.25,0.14285714285714285,0.0,0.6428571428571429,0.6919175258704594,2.371929883956909,1.2129114866256714
APTOS,MESSIDOR2,no_mask,42,4,ExtremelyDark,5,0.0,0.0,0.0,0.0,0.0,0.2,0.8158657550811768,3.726557493209839,1.6306655406951904
APTOS,MESSIDOR2,no_mask,42,4,Normal,8,0.0,0.0,0.0,0.0,0.0,0.375,0.6166500225663185,2.5632834434509277,1.2168161869049072
APTOS,MESSIDOR2,no_mask,42,4,VeryDark,5,0.0,0.0,0.0,0.0,0.0,0.6,0.6622055768966675,2.4662344455718994,1.254794716835022
